,DUKE-00650,DUKE-00651,DUKE-00652,DUKE-00653,DUKE-00654,DUKE-00655,DUKE-00656,DUKE-00657,DUKE-00658,DUKE-00659,DUKE-00660,DUKE-00661,DUKE-00662,DUKE-00663,DUKE-00664,DUKE-00665,DUKE-00666,DUKE-00667,DUKE-00668,DUKE-00669,DUKE-00670,DUKE-00671,DUKE-00672,DUKE-00673,DUKE-00674,DUKE-00675,DUKE-00676,DUKE-00677,DUKE-00678,DUKE-00679
"1,2-propanediol",672625.8,7673162.5,53094088,5382620,3224095,2714117.3,4075098,1229140.6,42260740,1774745.9,1222551.4,718982,9951172,8651870,1059708.9,2616459.5,4828105.5,7097220,1913781.4,24336360,5588820,3950429,1864388.6,18046430,12592842,2366107.5,1635620.1,12741253,7576789,1797112.3
"1,5-anhydroglucitol (1,5-AG)",983983.8,2456186,1760058.1,1917124.5,2601001.3,1691311.9,2913614,1700301.8,1361380.4,1442298,3646785,805936.6,266922.6,2642643.5,2127151.8,939086.4,2287590.3,769570.9,1447991.5,1348134.3,2164856.8,607239.5,1419089.1,232002,1471448.9,1745039.4,1552802,1720047.8,2797228.3,2515409.8
1-arachidonoyl-GPC (20:4n6)*,226209.1,743926.7,82612.9,159825.6,134750.3,192243.7,1076928.6,347274.8,161277.5,220352.1,163835.5,325238.8,372714.4,759792.3,308097.2,485509,273650.5,152558.1,75800.4,129616.1,282261.8,198979.9,561605.3,346024.9,188980.7,197101.1,276861,351784.8,,413753.7
1-arachidonoyl-GPE (20:4n6)*,155043.5,68664.5,286134.8,69171.1,133502.5,35814,37799,41394.6,122091.6,57930.1,65005,35691.4,38023.4,50997.6,46488.4,81754.2,109297.7,26829.8,74813.4,52969.1,69834,152154.4,72901.7,59088.9,135872.3,96277.1,124386.9,47226.4,46057.5,58585.5
1-arachidonoyl-GPI (20:4)*,162163.9,76247.1,263629.7,129020.1,97320.3,27457.9,37996.8,32710.1,77112.9,37991.8,80935.4,38667.5,33518.2,31632,41663,342824.8,191872,83752.7,71643.5,53340.5,32306.9,204426.4,92683.8,80478.6,149437.9,175346.3,173033.4,71637.8,79442.6,84626.9
1-eicosatrienoylglycerophosphocholine (20:3)*,202022.1,412101.2,37537.4,96956.8,77138.8,117131,474070.4,111390.3,160250.2,173396.5,94175.6,161192.5,110052.6,469380.1,80641.3,358464,70412.5,150212,122970.3,134960.3,575739.6,106208.9,312185.1,392027.8,205501.5,,215999.5,162663.5,48468.2,118028.3
1-margaroylglycerophosphocholine (17:0),38941.2,140110.9,,73405.1,,58401.1,104110.9,,44152.2,,,196901.6,84227.9,95307.3,49551.8,57696.2,,186559.5,35677.3,25939.2,265984.4,,92648.9,68103.9,49699.5,,28779.4,61413,,80512.3
1-linoleoylglycerol (18:2),211671.3,60957.9,252683.8,111591.8,77049.6,51663,9234.3,40666.7,97502.3,25202.4,81535.4,32187.7,62739.6,35534.1,46218.9,51456.4,141146.9,40553.2,16638,31621.5,18143.3,34877.5,38539.7,61342,278289.8,129362.5,36698.2,42916.3,71589.4,24077.3
1-linoleoyl-GPC (18:2),648330.6,1553622.3,67632,388900.9,597380.1,545932.7,3554095.8,1465135.5,572604.9,366025.4,507240.8,1263825.4,814170.1,3422730,1276048.5,901763.4,285647.6,722627.2,319226.8,289862,1406909.4,193078.8,1844879.3,450317.9,170703,243356,367197.2,936343.8,73674.7,1515740
1-linoleoylglycerophosphoethanolamine*,258899.5,52131.6,70904.9,74842.2,222732.6,13657.9,34691.8,55002.8,150658.3,25317.7,63195.5,52059.7,38008.9,52346.1,45779.9,25966.1,23531,41793.7,79862,27463.2,31054,60799.7,58291.2,16921.1,85546.7,59234,98609.2,69198.6,14919.9,74011.6
1-myristoylglycerophosphocholine,317071.7,1126873.3,,98321.5,136057.2,159920.3,162047.5,67067.7,63483.3,36736.4,88549,257574.2,61046.2,228358.2,64946.6,138127,86023.3,157336.4,378109.5,115116.5,61812,194717.2,548243.4,283750.6,276612.6,38095.1,195152.6,419042.7,,60568.1
1-octadecanol,102716,104754,956314.1,192132,350205.5,50152,221633.5,407212.5,121337,190944.6,294678,876776.4,83968,158764.7,159176.6,996865.8,328473.8,720627.5,381454.3,309015.4,158240,346953.9,501071.6,659083,267675,519563.1,146120,153095,175184,105220.8
1-oleoylglycerol (1-monoolein),140329.9,65259,82562,90858.8,41920,23195,6013,26476,37726,14379,41178,51529.4,,48078,15598,,134113.5,45262,47439.6,36296,,69148.2,29043,52146,778881.3,71923,44129,33809,128067.6,7927
1-oleoylglycerophosphocholine,1625883.5,6199710,129519.3,1655797.9,819805.1,829397.1,2984825.5,1605201,1503118.8,768835.8,410210.7,1752011.5,1305687.6,2929554.8,1280458.4,2038963.6,663804.6,1684285.4,2438062.3,772341.1,2728103.8,637137.9,4780392.5,1746119.9,1835975.6,475692.7,2022974.9,2494249.3,269690.4,2035693.8
1-oleoyl-GPE (18:1),435063.7,478865.2,456578.5,361788,583698.6,44496.3,37115.3,109521.9,589944.3,48779,129846.4,201518.2,69305.9,45212.8,94357.7,169201.4,171541.5,286247.9,1097699.1,175155.8,76079.9,246072.6,508090.6,91226.8,924452.5,129988.7,525206.2,299255,148561.4,367772.8
1-palmitoleoyl-GPC (16:1)*,499509.5,1102580.1,,158664.9,134648,122429.7,267041.2,170772.7,88416.9,125184.3,140236,424640.3,151198,361580.2,135963.2,248278.1,227212.9,242617,399217.4,84977,167948.5,157652.8,1028277.3,337814.7,449191.9,58993.5,788071.9,454292.1,46472.7,169011.4
1-palmitoylglycerol (1-monopalmitin),220040,267035.1,270809,259372.6,86033,31887,31518,,113499.5,68567.1,174540,133208,66751,179697,58036.7,206454.1,384412.9,111257,204640.5,128043,29665,188835,153444,264454,630682.9,237937,123959,157102.1,154565.9,18079
1-palmitoyl-GPC (16:0),2045972.9,7677206.5,216963,2775108.5,1099873.3,1952066.3,7164989,2681663.3,2331513.8,1929144,753464.3,5848757,3323181.3,7638811,2038244.5,4424733.5,869045.2,2585749.5,4384411.5,1489810,4894676,1613625.6,8556813,5277637.5,2382740.3,778161.1,3693166.8,5466376,636913,2594909.8
1-palmitoyl-GPE (16:0),158510.9,235856.5,380002.3,128715.1,203739.8,15203.6,20048.6,69166.5,179106.2,24974.1,71119.7,157313.3,42098.4,26077.1,30426.1,65814.4,50555.2,96189.8,390356.5,61774.6,41032.3,196747.3,333842.6,76612.1,114820.5,74760.1,482376.8,419970,73591,95262.1
1-palmitoyl-GPI (16:0),72518.1,28322.2,171949.4,39696.6,42876.8,7270.5,7932.5,20446.6,54502.4,8732.7,49969.2,26500.6,22777.1,7842.4,9258.3,27735.7,32083.2,17598.2,121843.1,28110.3,57249.6,106946.1,78890,31761.2,58542.7,24210.2,99515,42992.5,17482.4,17384.8
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,197978,271897.2,634015.4,440804.3,208885.2,86107,69806.2,82800.3,158472.3,71601.5,323915.9,262017.1,131710.1,39731.4,49797.9,420379.3,182061.6,235238.3,1500606.5,173744.8,310499.3,279044,774607.9,356746.6,470424.8,262964.3,623450.4,592083.9,159208.1,285751.4
1-stearoylglycerol (18:0),79153,91472.9,183769.7,76757,91543,,31367,54256,52041,57553.6,42762,93683,62378,120585.3,40670,97916.7,99635.4,72831.8,74503,93913.9,40429,114884.3,116822.6,134843.1,143934.8,137008.9,52210.5,82078,64838.2,32896
1-stearoyl-GPC (18:0),757439.7,7322597.5,152915.6,1871200.3,455434.3,1135797.9,3433083.3,2822783.8,1941671,1101922.1,226862.7,4555012.5,2143646.5,3219590.5,1607744.4,2941742.5,625276.4,2872626,1869507.5,1252635.6,10409021,617561.9,4680582,1953784.4,1265768.4,768331.3,1569962.8,2205412.5,323337.4,2127742
1-stearoylglycerophosphoethanolamine,234782.9,587073.4,1116493.1,322071.3,300102.7,59421.1,51660.6,189175.3,894542.8,71305.8,183828.2,307800.7,120649.8,48741.6,72797.3,190476.2,211125.5,414832.5,1236747.5,161712.6,251235.1,274432.2,648379.3,208716.2,375514.7,288501,504270.5,327237.9,184875,503243.3
