,NCIA-01751,NCIA-01752,NCIA-01753,NCIA-01754,NCIA-01755,NCIA-01756,NCIA-01757,NCIA-01758,NCIA-01759,NCIA-01760,NCIA-01761,NCIA-01762,NCIA-01763,NCIA-01764,NCIA-01765,NCIA-01766,NCIA-01767,NCIA-01768,NCIA-01769,NCIA-01770,NCIA-01771,NCIA-01772,NCIA-01773,NCIA-01774,NCIA-01775,NCIA-01776,NCIA-01777,NCIA-01778,NCIA-01779,NCIA-01780,NCIA-01781,NCIA-01782,NCIA-01783,NCIA-01784,NCIA-01785,NCIA-01786,NCIA-01787,NCIA-01788,NCIA-01789,NCIA-01790,NCIA-01791,NCIA-01792,NCIA-01793,NCIA-01794,NCIA-01795,NCIA-01796,NCIA-01797,NCIA-01798,NCIA-01799,NCIA-01800,NCIA-01801,NCIA-01802,NCIA-01803,NCIA-01804,NCIA-01805,NCIA-01806,NCIA-01807,NCIA-01808,NCIA-01809
guanosine,206709.4,29783.1,59796.7,102991.5,6240,15380.7,181637.6,152837,255947.9,80054.2,272992.5,290303.6,60148.6,237929.2,158250.8,159133.4,234245.3,27357.9,254936.7,54354.7,172052,79639.9,103898.4,115736.9,66323.3,47779.7,130944.1,26907.9,71524.3,107421.2,20136.7,65538.6,5418.8,69844.3,43810.3,4353.4,59664.5,67359.5,104810.6,12196.8,29014.4,51097.1,4552.4,33576,375056,70202.7,393896.6,200474.7,166352.8,27013.2,7508.4,17819.7,26272.5,32661.2,13730.3,34021,66841.4,72003.6,19638.3
heme,,130493.3,48089,160432.5,23164.3,49065.3,36007.6,81222.7,105794.6,36864,,51120,99949.2,,49342.2,71231.4,3971532.5,341556.8,5323059.5,210901.2,,60051.1,139793.9,1364403.3,89697.8,37891.1,432471.9,21813.3,61639.9,28569.5,93366.8,128538.6,6614471.5,572081.6,31876.7,90894.8,83685.6,66811.9,61804.2,64645.8,258150.4,986480.3,4429558,69058.5,45891.3,2052348,26836.6,87816.3,85567.1,53373.4,438902,1144950.4,39055.1,95233.2,4555220.5,71708.9,42322,,1967306.5
heptanoate (7:0),16450.9,,,,8681.7,10150.7,,,21860,9502.4,,,18474.8,,,,15141,,12043.2,,12146.3,4076.7,,15842.7,15512.3,4485,7554.9,,13487.1,6846.8,,,8353.1,12971.2,,,8592.4,8508.3,7034.1,9067.9,8497.1,8759.7,6417,12127,11737.9,10960.3,11173.4,,,,,18565.4,,,,7872.5,,,21134.3
hexadecanedioate,30602.6,5185.3,17712.7,16448.8,12222.9,17027.8,23756.8,39121.9,42689.1,17424,15910.7,,17544.4,14237.1,10451.2,18536.5,14376.2,10173.7,14942.7,19215.1,14428.6,10761.8,19337.4,14415,27452.4,8688.6,14478.6,9750.3,24135.1,27848.2,5530.5,10984,18759.9,10263.9,38230.1,7331.5,7989.8,7595.5,13233.6,22058.9,13411.4,5515.7,8822,17944,8810.1,5630.9,20627.2,6997.8,8716.7,,7879.2,18398.2,6292.5,,8166.7,6558.3,12655.9,9160.8,7322.5
hexanoylcarnitine,66156.9,209685.8,220769.2,299291.4,,182456.6,112400.9,92574.7,47604.7,142338.3,254560.2,412677.1,94803.6,105662.6,,147435.2,145778.7,360956.5,198962.6,214826.8,98484.3,255093.8,,19503.5,352378.6,747646.4,606096.2,240291,281977.2,751783.8,82063.6,901044,101531.8,331527.8,706791.6,419540.5,336319.2,416460.9,143246,1733075.5,223935.3,728612.4,33377.5,124350.9,46532.1,555157.7,54655.9,490203.1,144831,174169.6,251760,220769.2,260112,274486.4,84211.3,468769,164257.7,215076.1,634461.6
hippurate,,,134098,102658.2,43219.4,52476.9,,5038,7222,,21544.2,14627.7,,,6087.1,,,,16935,12250.9,7950.6,11305.8,,,2062251.4,2517544,75770.6,54486.8,37655.8,59871.8,17576,14799.9,21449.8,19345.4,27249.1,62306,61400,55447.7,33088.3,51437.2,21049,27608.9,17446.4,29271.4,26229.3,63798.1,192504.2,168563.1,135662.4,10459.9,62631,11064.7,6333.7,,,,6015.9,8258,27968.7
histamine,913591.8,1350421.8,704096.4,278422.1,86352.5,,1029011.8,1349148.3,1741345,853277.1,1609091.9,550711.8,566900,1428100.1,855059.4,1955440.1,568020.9,578229.3,1717155.9,710792.8,744557.9,577715.3,845725.4,1988883,674530.4,1077696.1,531596.1,329928.3,1133532.1,878606.9,1433396,731116.5,,1183170.4,682921.8,1029158.6,845093.2,827897.7,1228126.9,1655256.1,1634311.1,135588.8,95031.8,195628.5,153383.5,77883.4,871775,652214.9,1071616.3,658439.4,367440.3,717675.1,614801.6,233825.6,574232.3,327105.9,1601584.6,312467.5,600677.7
histidine,654735.2,410187.8,394850.2,247201.2,201065.6,735624.2,1085299.9,1128516.6,872202,733802.6,1598198.1,1554938.4,372233.6,428262.6,522660.3,831738.6,788149.3,342215.9,1237988.5,608567.3,679353.7,418339.8,782714.7,877004.9,413310.9,492415.5,284891.3,308384.3,380635.8,162540.4,92883.6,245209.9,314866.1,104575.8,207887.9,138770.8,228411.5,227057.7,395411.8,225129.4,149715.4,93381.9,282337.6,311833.1,207542.6,111329.2,473464.1,833055,291890.4,290822.8,494146.7,318716.7,415510.6,433047.1,739881.9,419131.3,366935.3,531321.6,99837
homocysteine,,,34308,12819.5,,,,23629.1,75164.6,17967.6,45473.1,36876.4,,83355.5,41446,,52389.7,,83538.8,,,31193.2,,68154.5,,,,6732.4,43638.6,19378.7,,16427.7,,,,,,30990,,,,,,,37422.8,22597.1,53354.6,43842.3,13537.1,,,,7985.9,,,,,24327.4,
homovanillate sulfate,,,,,,,,,,,,,,,,,,,,,,,,,192520.7,237992.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypoxanthine,4310468.5,4175195.3,7983568.5,6682607.5,625513.3,4477799,5926247.5,4179590.5,9217347,4862392,11584008,5013665.5,1061955.3,7302773,6366331.5,4032905.5,8227475.5,4341188.5,8185056.5,4739272.5,6809077,7960706.5,6091375.5,8329345,1572689.8,2195135,5899455.5,2626292.3,6307809,6220203,905526.1,5521000.5,1874877.8,6447538.5,4828784,3093751.8,9337244,10975282,6487409,4614763.5,4616153.5,2444029,186274.4,2396639,11825576,5183143.5,10991806,6287023,4626662,2634095,1210492.4,2974539,1927950.9,6268161.5,1582004.9,3458286.5,2654904,3436025.3,2554364.3
inosine,1322655.8,137751.1,381113.1,169554.8,62340.9,189046.3,909534.3,736554.4,1784614.1,546485.2,589709.3,451190.3,321399.2,1470987.8,1025782.8,564063.8,866315.1,140642.1,992359.1,265311.8,1271052.5,751175.3,689209.4,678280.7,283891.6,272229.9,690353.1,274145.7,403842.5,662310.1,223197.6,539899.2,106285.3,539643.4,587454.2,144200.1,602901.1,690871.4,749304.4,122468.8,394171.8,420604.6,67863,439014.3,2269206.8,311432.3,3030575.8,1166126,1068922.8,298178.7,161070.2,146642.4,325108.1,581737.8,128413.3,454481.1,497062.2,1130017.9,123524.3
inositol 1-phosphate (I1P),271907.4,51549.9,133072.4,74771.1,,207047.5,192975,242254,387523,56303.9,889190.7,486266.2,43415.1,247709.1,194955.7,87371.9,61426.6,64426.9,171648.5,69986,239335.1,73479.4,106180.5,95131.8,,24048.2,31854.9,77030.1,294797.1,107926.4,,54604.6,63896.1,92813.2,91261.7,,,88367.7,215666.1,66519.8,,71297.7,,47500.5,221004.4,82201,274041.4,73036.2,55565.2,,,67193.6,46214.4,102951.7,,47796.3,26565.5,65673.9,41021.4
2-ethylhexanoate (isobar with 2-propylpentanoate),46161.2,16255.5,26325.7,37783.8,23700.2,20725.7,37788.5,50714.5,106681,50005.4,43797.8,29788.5,30481.5,44041.4,41127.8,22445.2,26958.1,,58709.6,23045,35048.5,26990.4,29249.4,45836.3,45913.5,23089.7,32580.4,28821.8,29788.5,28575.9,9764.3,25796.4,22989.1,27454.3,40356.3,18789,,,51602.4,33538.4,20592.7,33002.9,37764.2,60461.2,35981.3,75671.5,195136.5,24785.4,24338.3,30648.9,11972.9,28426.7,29483.3,27731.5,12741.5,21788.4,21289.4,30348.4,37580.4
"Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate",6536,13899,174968,14380.3,,54987,52907.2,46773.1,41276.9,39382.9,52106.6,59803.9,7039.3,111433.6,42706.4,99879.9,93041.1,,117278.1,69621.6,28663.4,54346.4,45296.8,111096.6,,22024.2,107717.7,64831.4,78404.5,197342.7,39814.7,222523.1,,147597.5,57709,134599.2,81583.5,110622.6,115897.5,30702.4,87633.7,40715.4,8195.8,72819.8,299456.8,9685,92509.5,33941.8,54666.7,16448,45954.3,39191.3,22826.3,175637.6,44654.4,41027.7,79998.1,106017.5,27909.8
ribulose/xylulose 5-phosphate,,21658.3,31930.5,11080.5,,,28716.4,27988.8,19559,29110,26251.2,23320.5,,38096.3,38332.6,,16984.5,12066.3,21093.4,33008.2,24580.3,16749.1,22521.9,24057.9,10950.7,9275,,24722.5,27120,44692.4,,47983.7,,104052.1,55795.2,8596.4,10565.7,36679.1,28676.1,29670.9,,31897.8,,41768.4,82961.5,53420.1,82277.3,36306.4,18950.3,,10669.2,18466.6,30459.2,54824.9,,21427.2,18433.4,58331.8,9693.9
isobutyrylcarnitine,48538.2,71533.4,108978.5,56127.5,,,192356.5,89719.6,58644.1,,119827.8,100220.3,34409.8,114256.4,98440.1,37400.7,160361.2,38292.9,97713.8,54229.2,315579.8,121939.8,,,364461.2,670696.3,158051.7,58877.2,267664.4,138530.2,29787,95886.3,50341.3,64495.8,101893,53942.9,90939.5,97494.4,116137.6,121139.1,94278.1,137181,33483.7,115479.1,677661.9,314231.9,58159.4,437344.6,93416.9,71592.3,30550.4,,48493,328481.8,42485.4,78776.6,87003,32775,110042
isoleucine,60776772,40454496,34651892,33979764,16279518,69492520,119982160,125794224,96216424,52478068,140343952,152207184,21537574,39988544,44176452,62009520,72088096,28905298,139317072,52137484,53473680,35370404,96893280,104491808,32077126,45111888,26847650,26524794,36376212,17867742,6283960.5,26941138,44072076,13441640,14696303,13558179,21330606,23162974,39256176,20753246,14453866,11483872,4098690.3,15919392,17343510,12379457,53720540,80557688,25424524,27559338,40074192,28600484,29382662,35463156,54893248,33933376,26810728,45267600,13017107
isoleucylisoleucine,1041506.4,,,,,60450.5,146720.5,284957.7,642068.3,54424.8,72260.1,1244315.8,68604,,,,,,177374.1,28052.3,,,68807.9,54633.2,,,,,,,,,,,,,,,16072.6,,,,57996.1,18910.8,,69011.8,,,,,,,,,,,,,
isoleucylleucine,772965,57159.5,53310.5,198437.2,,117897,159056,245567.8,156589.5,55898.6,,4146419.5,,52799.5,90846.7,40009.8,,,,271970.1,,53274.4,111712.4,116278.2,,,,59759.9,,,44267.8,39417.3,,156138.8,,,,,,496432,,,,,,491296.5,68858.5,,,,,,,114659.3,,139306.1,,,261400
isovalerylcarnitine,,78348.4,44474,97855.6,,43935.1,,82036.5,36896.5,71381.4,,64529.7,,47097.3,,,66358.2,42075.1,,33276,184846.1,76025.5,35841.6,73209.9,178335.8,320154.1,107871.8,56997.7,65822.8,128066,41537.5,74915.9,72990.2,40284.3,51340.1,78955.8,64854,,,89679.9,60275.4,143914,,83688.2,184139,288477.1,,158327.6,39694.4,,55135.1,47488.3,41526.9,87867.9,79606.3,60952.3,44497.5,41267.6,95350.7
ketamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573289.2,,,,,,,,504138.6,1154998.9,,,,,,,,,,,,,,,
kynurenate,,,,,,,,,,,,,,,,,,,,,,,,,44699.9,49970.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kynurenine,256953.3,577847.2,1765494.8,1507066.4,119304.8,495944.4,276890.4,1345264.5,904020.8,1004702.3,595299.6,788599.4,86115.5,1023441.2,284557.8,1218685.3,623997.9,207847.9,1757134,617093.6,436271.3,581157.6,1126563.6,1199843.1,643505.3,1123327.3,720082.1,276517,1305041.3,3009269.5,123640.8,2840317.8,3050363.3,763888.6,315012.2,916085.1,722603.3,1080691.4,512211.8,821018.1,299847.2,1694354.3,38079.9,574105.6,222327.8,591053.3,208751.1,683225.7,87759.3,259493.4,156635.8,301843.3,260527.4,1508865.4,164401.1,628213.4,221377.3,271383.4,607525.6
lactate,35274444,64100596,86279264,65974336,5044114.5,40005076,42085676,32153998,39736284,24383074,64087232,67638392,5480385,46992312,50650456,25518832,67956584,61922952,90345168,54133620,45317740,68921856,48283532,72386488,31154722,59936084,69702712,33791188,40605796,35022640,12339910,74836904,66406976,82031296,32964308,70938008,65359600,73532640,46709460,63604648,55135136,92545648,2198390.3,9894714,45955644,80324192,46456392,61355616,26500148,81463008,35838516,30876706,22168430,51001972,12384434,49574752,39953704,17734302,82452472
lactobionate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35419544,45840360,24998726,,,,,,,,,,
laurate (12:0),4203370.5,239693.6,1557540.1,974435.4,9375352,4076377.5,3519641.3,2285759.5,6455162,4280457,1464596.4,861988,15751005,5396634.5,3973628.3,699034.1,828664.1,295954.7,1141240.4,681795.6,5070636,1952164.9,1751582.1,1316437.6,6970205,210479.5,1076350.8,1215157.9,816296.9,11068585,369835.8,673968.9,492742.2,288261.3,2590131.8,882479.3,822756.2,688674.2,2520515.3,2663391.8,615118.1,294453.6,1814486.3,1561544.6,4967349,617413.1,5076740,991273.4,608112.8,252965.3,488058,1453816.6,2042673.4,212717.9,607458.6,421579.6,873993.6,2824072,847321.3
leucine,123384696,52101776,59207348,43963000,29241632,113317648,200759680,192618896,187707552,77980672,249212144,253565904,36493272,67201096,64496168,50963168,129925096,28387590,238817472,76447576,72985032,53462240,149167696,169669952,43489812,50565248,37864532,24691400,80170608,33095852,12121354,44520308,81002408,21535288,32144650,22026758,48689740,45550804,69694672,36550804,30321074,18390114,10129948,37566704,42915260,20721844,127160088,88174664,54571584,29222734,24302530,28101134,32538064,32309272,33313340,33700996,27200602,30459478,18787870
leucylisoleucine,114460.2,74229.2,52539.3,33784.4,17381.3,37592.3,87212.8,140411.4,80216.9,52404.6,,1384633.8,91586.1,51686.3,47134.3,73158.7,60468.7,90657.9,208776.8,92797.5,86823.6,115996.6,51043.6,106074.7,380798.6,611069.2,39034.3,,141884.4,144409.3,65121.3,87910.2,90265.5,65666.4,133561.1,111444,,,113152.3,,120952.6,138730.1,63660.2,95386.6,244539.1,54011.9,68678.5,120922.7,52114.8,154382.2,103827,95470.9,53033.3,41046.1,38885,53028.6,89910.4,53640.5,89178.9
leucylleucine,110472.2,80617.5,62097.1,121435.9,,67461,63827.9,138320.6,72960.3,54817.9,,1311020.8,51265.5,39181.6,30306.6,26784.3,,,80015.8,170109.4,,,76119.4,,,,,49775.1,,,,82039.2,,254153.3,,32070.3,,,75350.2,350786.4,38754.7,21283.7,,110729.6,78509.3,685881.4,46247.4,,31860.9,86148.2,34635.6,,,90151.8,,175436.2,45358.5,,233159
lidocaine,,29349.2,227684.7,919733.3,63013.9,,450049.4,503564.9,447342.7,417509.2,142221.1,125414.5,,,158476.9,46308.3,,,,83162.2,827801.4,163187.5,84383,81244.8,,71490.7,172243.6,124542,142097.5,209952,58919.6,,105962.6,176700.9,160860.7,75581.5,137319.4,153766.4,67626.7,387596.8,72880,146873.2,161434.3,314170.7,275995.1,355420.9,,,302575.7,215935.7,68271.3,98326.7,272442.2,440370.6,,,43520.9,,254008.9
linoleate (18:2n6),67851152,16535375,74436296,23556368,35539348,11813912,80519248,59311756,43266444,83917152,35102396,23574306,31844812,73678256,91313208,74651616,89747280,7160338.5,115110880,35147292,32163074,89843456,93983320,104596016,47048812,16665425,41619920,57169892,50856224,74223672,21330160,23606912,22402016,3341305.5,22162314,16878010,37659724,44978544,59455440,36599536,13175671,6434539.5,42754400,16648998,103817312,17774308,95401960,93855016,75634616,6940176,12432279,39168476,31410232,3498173.5,32491412,29644002,36029512,41464492,16326273
linolenate [alpha or gamma; (18:3n3 or 6)],9250186,702020.8,7734831.5,1477502.4,6614968,2689994.3,12299702,6540309.5,4185237.5,8562644,3233215.3,1683973.1,8210810,10249803,11400381,6290048.5,9854305,288864.9,11701698,2451639.5,3401147.5,9145733,11864516,7280054.5,8629157,1107739.6,4231177.5,6919524,4574625,11328601,1688314.9,1453818.5,1732833.3,369373.1,2923511.5,1382142.9,3229172.5,3561454.3,7292800.5,3178482,1004422.9,277587.9,6329690.5,2396322.8,15553108,1247462.1,12652504,12566439,7266161.5,484713,1109374.4,6921944.5,3873345.8,201850.3,1754573.6,2598371.3,3788907.8,5387061.5,692988.2
lysine,13928148,4429537.5,4299307.5,2864730.8,5334318,8819357,18974536,18903908,24260520,6152311.5,22864598,23166646,5620241,7064508,5399711.5,4580153.5,16578324,2062007.9,24137184,5842699.5,5926709,4169077.3,14884005,20413318,3836680.3,3414453.5,2497448,1785793,9970169,3892415.8,1590168.9,3781597.8,9782426,1759243,3166162.3,1364747.9,5713129,5304290,8287338,2178863.8,3231270.8,1224241.1,7096421,7138846,3925197.8,1375568.4,9057133,4520787,3784792.8,1662539.8,1186674.5,2743959,2002561.1,1840961.8,1584566,1677438,2467324.5,2521193.5,1499042.1
malate,621452.1,480475.6,996507,547882.3,98069.9,316889.4,1347578,922748.6,1797202.4,339154.2,1850250.3,351645,131719.4,1470311.6,1207453.8,629941.7,1827740.3,468251.3,1269308,390886.3,1544905.3,1265338.4,999283.9,1373973.3,240443.5,156381.9,586153.7,184673.3,1205220.4,769287,85113.1,561051.1,1176104.8,736083.6,760544.5,215439.9,1015431.2,1363676.1,919563.8,470213,409649.6,500650.2,18014.8,420009.6,2761635.8,734651.9,1063136.3,1388542.1,427394,188429.6,90126.1,278087.8,172561.2,382110.3,284293.8,304840.2,694009.8,353565.8,383964.8
maltose,33247.7,,147834.2,254760.3,,,146278.1,221823.8,90293.7,61899.6,,,814322.1,264461.7,148929.9,87845.8,93047.7,83492.6,132962.2,227858,,29500.6,115190.7,98104.3,,36900.7,52459.8,188591,613520.3,322947.8,1213587.6,797480.5,,226518.9,1044101.8,162911.3,491884.4,638849.8,1180361.1,745367.6,217128.8,1090410.5,383446.6,1251375.3,623904.9,2445947,1961303.6,528038.8,1096375.8,16698.1,55175.9,149146.3,459569.8,177004.1,35964.6,64927.5,149340.7,235849.2,2198739.5
maltotetraose,,,13359.9,75455.3,21136.1,16597.7,,18491.1,,4786,,38587.6,14045.8,5130,,9235.3,45805.4,,39068,,,,7888.1,4913.1,,,29391.5,,12504.4,,77906.4,41453.8,,114157.5,20884,5872.2,40145.3,37186.2,14724,16997.6,,410029.9,,19872.8,17227.8,99168.7,13435.2,,14159.1,,82015.9,5524,8420.4,106901.7,,,,,53741.7
maltotriose,,,,183567.7,,,,,,,,,39432.8,,,,,,,17961.4,,,,,,,,6994.9,13838,68645.7,332837.1,35737.6,,59308.9,11982.2,69384.8,23730.5,,,112205.8,114030.3,514910.8,37699.5,11810.2,,531084.9,,,31384.8,,83690,39372.7,61042.1,172777.5,,13402.6,,34905.4,645199
mannitol,,,21723,11039.1,14998.8,75967.4,,,,,144241.6,132532.3,,,98844.6,,,6627.7,,,,,,,21287,,,,,,,,,37992.6,34884,,10904.1,10148.9,24405.3,18868.5,,56232.6,,11784.2,34884,25327.4,4530919.5,25245240,656197.1,,,,26526.2,51927,,226265.5,64719.6,,
mannose,329420.9,37614.3,84906,27200.1,116835.4,1065974.3,952430.1,457623,509608.5,,4380916,1054153.6,147223.7,476483.1,791223.6,51609.7,338061.9,617538.6,776129.4,234274.6,136072.8,19481.1,193830,257312.5,74703.6,68516.1,,51895.2,775343.2,314592.8,64342.8,,330131.3,569007.5,199564.3,,162280.4,398533.3,895440.6,183309.6,85526.8,215652.9,46911.6,162729.7,1167055.8,217407.3,1924538.8,1048595.4,1117986.8,,27809.4,120034.4,,114454.8,,,217407.3,68440.6,
mannose 6-phosphate,20383.8,24785.1,63007.9,31894.5,,66715,102729.8,87609.1,19687,47562.3,191345.6,99470,15193.3,64362.7,146184.7,65717.5,43863.1,90635.1,122397.2,104897.9,66277.9,56696.3,58071.9,77658.8,7179,,,36317.7,75821.1,83755,20067.7,88257,,267009,40007.8,32235.5,31240.6,79291.6,12586.5,37965.7,28951.2,84709.3,,33749.8,81238.8,127169.5,172950.9,92126.2,86865.9,22053.4,34103,45199.3,40127.4,112355.3,,83458.1,,43413.1,
margarate (17:0),8861173,2440864.3,3021720.8,1144248.8,2333650.8,974318.9,5398387.5,4042886.3,4431926,10472155,2265060.8,1794111,2373069.3,4401319,7545334,3384784.5,3486274.3,724635.6,4536534,1631882.5,1686403.4,3205847,4589862,3682322.8,2701472.3,962470.8,2025968.6,2841858.8,2474088.3,4941377,793137.2,1408124,2196470.8,671039.9,1630771.6,736425.2,1665168.9,2019438.4,5062995,1674151.8,879977.6,714258.8,4296793,2007962.5,7231707,680230.9,5948730,6043341.5,3340311.3,603480.1,427299.4,1356623,3376693,598862.6,1267823,1253002,1488471.4,3759479,892733.7
methionine,25958504,11514207,10397149,8989131,3916433,27567164,44790684,48252224,42948304,19026068,60963740,62302036,6491326.5,13041832,10893403,18043586,27974468,7812073.5,57155540,17942542,16017582,10650876,30573098,38437016,9988316,12485340,7203489,6402769,12630760,5890450.5,2562452,8607531,13652169,4009557,4424965.5,3595477,8444328,7827578,11871573,7026935,4839260,2823860.3,2250957,5917919.5,4713221,3055293.3,20603406,23298778,8791310,7623842.5,10319596,7794700,8022454,11043045,14577716,9835315,7543703,12405972,2999266.8
methionine sulfoxide,237479,303719.8,114652,227458.1,803211.2,581718.1,285135.4,362258.1,197596.5,302829.4,566144.3,1492307.5,553237,202276,116945.1,154396.3,235564.4,309758.8,407013.6,245164.2,209070.8,295673.7,192869.6,369681.5,230533.8,227754.6,90244.7,342000.9,240677.2,211709.7,211667.7,315610.9,628454.4,178985.5,217799.1,216526.4,213129.6,173103.9,142289.4,154432.6,204460.9,94853,431732.3,231508.9,93639.6,114779.7,60617.4,112040.2,138191.3,122879.6,361122.6,366245.7,267513.5,237566.8,255002.5,228433.2,159684,236798.3,
methyl palmitate (15 or 2),2516567.3,608775.1,1421999.3,983026.9,1251139.9,455742.5,1598530.5,1411942.4,1802363.4,3537902.8,954776.4,909231.2,1037646.2,1900033.1,1772256.5,1376901.5,2117041.8,384422.6,1352910.5,767470.2,1010689.3,2370473.8,1031995.9,1212174.1,1320987.8,453856.5,837315.2,1223991,2114016.3,4591419,439747.6,875319,560879.1,293554.3,1024167.7,711730.9,304203.9,1051713.6,2288023.5,1174252.6,861544.4,438882.9,1537417,578792.2,4309580.5,594849.1,2512840.8,1226055.6,1512465.4,342778,542289.6,758292.4,875677.9,304871.1,915558.8,502221.4,652569.4,1442491.3,726421.9
methylglutaroylcarnitine,90394.5,,61325.2,31389.2,16734.8,86196.6,89701.4,,117812.8,,263664.5,246388.2,,,,,65128.5,,110461.3,19378.7,,,,86580.9,58618,80347.1,,,,,20941,,,,,,17133.3,27887.3,21371.2,20948.4,,,,,48344,92649.8,41182.7,,,,60983,17913.9,,,,,29731,,56252.9
methylphosphate,46336.9,29383.4,52517.6,50434.5,16460.9,,40472.3,34205.3,41582.4,,37465.4,9998.3,,,58873.5,12899,24527.5,20874.5,70134.7,17642.2,32454,31205.9,24527.5,37637,,,23423.5,16104.8,23859.4,22801.2,9871.1,11287,188602.2,24475.3,22430.7,6055.8,18504.5,,51902.1,30101.2,,7906.8,,16201.5,84733.4,46557.6,28449.1,41639.7,33617,,,,14924.3,17809.8,,,18083.3,10209.8,
metoprolol,,,199342,127090.5,,,,,148210.4,,,,,,,,,,,,460134,489586.2,,,,,,,,,,,,,,,178222.1,230113,,,45659.3,55126.8,,,,,,,,,,,,,,,,55554.2,
metoprolol acid metabolite*,,,218456.2,157939,,,,,,,,,,,,,,,,,127628,188250,,,,,,17977.9,,,,,25739,,,,275344.4,254584.2,,,264448.8,480098.8,,,,,,,,19970.2,,,,23478.3,,,,66113.2,
myo-inositol,25435378,1463544.3,4421085,1962619.9,587011.3,7431945.5,22401864,16474239,52553556,1632531.5,14572065,4014844.8,2891760.8,23546724,22644744,6799742,10308929,7427031.5,13495778,5472498.5,13988008,5044737.5,9951085,11438616,3678696,2043799,1137636.3,2441140.8,10182314,5774226.5,834398.3,3830200.3,8750885,7722131.5,9985739,943720.3,4390463.5,18005022,22242530,6726078,1518915.3,4633563.5,247079.9,5614629.5,51278880,5174826.5,72362480,22882916,8779346,1575087.6,1307021.5,2173431.3,3223562.3,5455032.5,1935539,4925123,7365892,7338946,1110681.4
myristate (14:0),20414242,2042749.6,13432905,7472375,16904196,8052837,28643340,21901042,12258477,25739730,10191184,3759571,22785068,19427758,25110184,8248843,8138547.5,1469465.6,14837672,8441199,8910811,14407900,19672374,12068988,19175616,2318911.3,7907126.5,11143580,9421727,27470158,3282986.8,4972955.5,3339486,1498979.8,12231216,7202576,6803542,5037795.5,18119502,8127588,2940746,1487409.9,13207404,7176518,26257832,2957080.3,18520348,13281002,10171751,1344985.8,3082899.8,8743851,7887418.5,1296800.5,5126762,3063830.3,7307784,11242853,3230365
myristoleate (14:1n5),1338193.4,36068.7,1332253.9,365010.8,1980248.1,903550.5,4077849.5,2827444.8,1589239.9,1521013.3,3052264.3,452498,3456432.8,2451511.8,4002604,500511.7,264094.5,38805,957198.8,296718.8,1809853.6,963294.9,3644175.3,1201790.9,3419570,47683.9,430182.4,253389.8,232903.2,2907271.5,122361.7,292398.2,80010.9,25226.8,678932.2,327201.2,122615,117741.9,1924090.1,1045377.1,87640.2,31756.7,469100,363351,1840470.5,124084.8,2633793,1025132.3,522854.9,10344.2,183556.1,736928.9,246288.8,13949.2,240991.7,60096.4,522479,781137.1,277683.6
N(1)-acetylspermine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180263,,,,,,,,,,,,,
N-acetyl-aspartyl-glutamate (NAAG),117156.7,28176.9,177590.3,,,21439.6,73194.2,113290.1,153234.1,,99325.2,66567.3,20298,119175.8,113071.3,67404.1,119443.9,65148.5,98312.4,43891.7,198947.6,150505.5,84106.5,122928.6,27831.4,55386.3,150449.1,,96348.1,,,147898.5,45763.7,,223778.3,,325986.1,403544.2,186602,21068.9,52710.6,,,82157,391989.9,,108718.4,65300.2,65804.6,,21728.7,92835.6,53571.3,90059.4,96348.1,64797.5,140816.5,109017.8,
N-acetylalanine,49586.4,48983.9,61439.2,74809.2,16160.2,101594.5,86029,80884.6,112026.7,64140.7,226984.1,194569.3,18176.2,41317.5,32320.3,34573.9,88871.4,28699.5,161193.8,64124.5,26177.3,34435.2,73530.6,117290.2,37615.2,47899.2,35801.9,25686.9,55820.6,59549.3,,63436,126403.7,50705.1,17044.6,40243.2,68216.6,68121.9,47565.3,65859.5,40876.8,21782.2,,13275.3,51220.1,34226.6,73401.2,34339.9,46640.7,25189,,28872.3,32468.8,46306.7,18026.4,29964.5,27204.2,21499,13324
N-acetylaspartate (NAA),474292.9,162154.6,293670.8,47085.2,,26683.4,255985.6,253535.5,655165.6,130902.5,36911.8,62003,40246.8,456999.8,302987.2,177408.8,459210.8,144167.8,339210.5,153164.4,833545.2,706917.5,242299.4,274882.6,182804.1,108485.7,314331,52283.1,213702.4,150064.8,29073,294560.8,13531.6,95252.9,429742.9,64365,1219914.4,1283159.1,493910.8,99478.5,134668.5,88700.1,9043.3,182804.1,897149.6,87238.1,976569.3,383061.3,182938.9,166978.4,38225.7,108740.4,97189.1,389220.9,167932.9,252023.5,358811.3,409792.3,9104
N-acetylcysteine,,,,,,,,,12457.1,6676.2,,,,,10680,,,,8453.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547518.5,3612.4,,,,,,,,,,
